id	salary_mean_net
45830803	61619.68483800154
42406200	54543.02835015772
47249200	40013.92168712322
45797403	34255.28169912661
49542002	34255.28169912661
44391800	61468.12390243902
47197602	51768.87560796796
47247602	52585.24940880853
44307000	34255.28169912661
47428000	80000.0
45371601	34255.28169912661
47431800	75565.39409902596
40978203	40013.92168712322
49551201	51768.87560796796
47464600	84128.63628272252
40826803	34255.28169912661
49463200	103025.4854368932
43526203	75565.39409902596
44469001	52585.24940880853
41594803	61619.68483800154
45474203	103067.75147928995
44472002	87000.0
41486603	61619.68483800154
43354200	42816.62261016614
45787001	40013.92168712322
44841003	34255.28169912661
46883402	58157.770487176305
43461403	42816.62261016614
44085002	34255.28169912661
44290203	180000.0
45483803	52585.24940880853
45698403	67947.12583959373
44818803	34255.28169912661
46694800	53946.350953757224
46017002	34255.28169912661
41287403	15543.38045454546
45390402	34255.28169912661
45283601	51768.87560796796
43207002	52585.24940880853
45977200	51428.1993148675
48164601	34255.28169912661
48284000	40013.92168712322
45199402	61619.68483800154
49542200	83293.82716049382
46136400	40013.92168712322
48472601	34255.28169912661
43832602	63318.960217391315
40953602	34255.28169912661
48402400	65101.38125
45431603	50750.744897959186
42090800	40013.92168712322
41166202	34255.28169912661
47608601	63318.960217391315
42557002	61619.68483800154
47434800	34255.28169912661
47304602	51768.87560796796
41746002	61619.68483800154
47783000	51428.1993148675
42687000	40013.92168712322
47725202	51768.87560796796
46148401	34255.28169912661
45047800	120000.0
43754200	40013.92168712322
48591600	34255.28169912661
44224003	61619.68483800154
49210400	51768.87560796796
46417801	61619.68483800154
49941001	115178.57142857143
47743402	108000.0
41762802	40013.92168712322
42294600	76440.0
45267003	51428.1993148675
41446202	51768.87560796796
49705200	34255.28169912661
48614001	40013.92168712322
41251400	18639.502962962964
41454802	40013.92168712322
41072600	34255.28169912661
46897602	40013.92168712322
42925400	40013.92168712322
41759400	40013.92168712322
47859202	61619.68483800154
44937603	40013.92168712322
43469200	40013.92168712322
44919600	40013.92168712322
46776201	40013.92168712322
48481801	34255.28169912661
47358002	34255.28169912661
43221202	67038.35827842014
49129400	128000.0
43756603	46003.74695283019
42663403	67038.35827842014
43885401	34255.28169912661
40983200	37027.2
42751202	46003.74695283019
48800800	34255.28169912661
48755602	84128.63628272252
49657801	99025.80952380953
49696200	40013.92168712322
44669200	34255.28169912661
49438601	61619.68483800154
43237402	34255.28169912661
49621001	40013.92168712322
45978400	40013.92168712322
47587000	64906.90567220545
48370400	40013.92168712322
46590000	78958.84415233957
47036200	34255.28169912661
49698800	40013.92168712322
46114000	111250.0
43992601	67947.12583959373
46456801	40013.92168712322
49162800	78958.84415233957
44671203	34255.28169912661
42228202	40013.92168712322
41678400	40013.92168712322
43991601	75565.39409902596
42816800	51768.87560796796
41217002	38444.52666666667
41330802	26062.29988363075
42921202	40013.92168712322
46505401	40013.92168712322
44253601	34255.28169912661
46097400	51768.87560796796
43186803	61619.68483800154
46071601	50381.75963015647
44892000	40013.92168712322
41845603	18639.502962962964
45404403	40013.92168712322
48254000	61619.68483800154
48795602	75565.39409902596
47058600	130000.0
43814202	40013.92168712322
46042001	58157.770487176305
44634003	25960.469631590586
42140003	51768.87560796796
44514603	40013.92168712322
47620802	40013.92168712322
47274401	40013.92168712322
44061600	53946.350953757224
49729600	58157.770487176305
47956401	40013.92168712322
43206200	40013.92168712322
47441400	52585.24940880853
46108001	40013.92168712322
49869002	50750.744897959186
47831402	36728.235523809526
45644401	34255.28169912661
42706003	34255.28169912661
48922601	40013.92168712322
46753002	41249.44325892858
45379803	70857.88405797101
49662001	61619.68483800154
42993002	66158.1848339215
44178603	61619.68483800154
41160602	67038.35827842014
41777602	26062.29988363075
48785800	78958.84415233957
41327400	38070.12285714286
41165000	40013.92168712322
44783400	63318.960217391315
44981203	61619.68483800154
46266402	40013.92168712322
48231801	60331.25
41350603	26062.29988363075
49289601	34255.28169912661
47116000	34255.28169912661
41995803	26062.29988363075
44051802	34255.28169912661
43845200	84333.37327610873
41971403	40013.92168712322
45866401	34255.28169912661
46958800	51768.87560796796
43091803	64906.90567220545
47264200	34255.28169912661
41420003	40013.92168712322
49986600	40013.92168712322
43128000	150000.0
45224802	46003.74695283019
44955602	52585.24940880853
48793600	51768.87560796796
43263003	69965.1759493671
47285602	52585.24940880853
41222202	26062.29988363075
49928202	78958.84415233957
46427200	40013.92168712322
42164803	58157.770487176305
40807600	78958.84415233957
45421402	64202.380952380954
48441402	54543.02835015772
43692200	78958.84415233957
46724800	34255.28169912661
41227202	26062.29988363075
48377401	34255.28169912661
45796403	40774.70870689654
48253202	34255.28169912661
42682602	51768.87560796796
44609801	25960.469631590586
41905402	18639.502962962964
42427000	46003.74695283019
43885002	40013.92168712322
45555403	34255.28169912661
43046203	40013.92168712322
44408003	75565.39409902596
42357202	40013.92168712322
45860002	25960.469631590586
45055801	40013.92168712322
44325203	68570.0
49941800	51428.1993148675
42360203	51768.87560796796
45666802	34255.28169912661
44779202	40013.92168712322
49303800	40013.92168712322
49913202	25960.469631590586
44877601	84333.37327610873
49758601	61619.68483800154
41997602	40013.92168712322
45654000	57250.0
45082000	75565.39409902596
43581200	34255.28169912661
42032800	40013.92168712322
43788603	78958.84415233957
47334402	25960.469631590586
46515202	51428.1993148675
41558603	42816.62261016614
45581203	40013.92168712322
49628800	61619.68483800154
48463801	67947.12583959373
47733401	52585.24940880853
41760202	51768.87560796796
43483203	51768.87560796796
41457602	51768.87560796796
45229000	40013.92168712322
48988201	40013.92168712322
46295400	50381.75963015647
45836200	34255.28169912661
45891201	84333.37327610873
44641803	51428.1993148675
47021602	51768.87560796796
45753401	40013.92168712322
49491802	103067.75147928995
49941401	52585.24940880853
46631602	44512.37429629629
47909602	153141.66666666666
44786401	40013.92168712322
42145603	46003.74695283019
45592600	40013.92168712322
43181200	53946.350953757224
46578402	40013.92168712322
41703803	64906.90567220545
46050802	40013.92168712322
40927403	40013.92168712322
43347200	46003.74695283019
45146603	74354.91530612245
49452400	40013.92168712322
48028001	40013.92168712322
45594000	40013.92168712322
46348602	46003.74695283019
47667601	34255.28169912661
48360600	34255.28169912661
41187400	34255.28169912661
44730600	77290.56393775322
42456203	42500.0
42806202	34255.28169912661
44808403	34255.28169912661
44424001	40013.92168712322
41560202	26062.29988363075
40922602	51768.87560796796
42208002	71334.72646966788
49859400	59608.641975308645
47508400	84333.37327610873
48028801	42816.62261016614
41017803	34255.28169912661
42804802	75401.5
42186403	51768.87560796796
43904600	34255.28169912661
43374800	34255.28169912661
49438002	34255.28169912661
44535203	28047.728260869564
49622000	75565.39409902596
45341400	100000.0
45984601	46003.74695283019
43298800	34255.28169912661
49471802	61619.68483800154
41582202	26062.29988363075
44226801	51768.87560796796
41696400	34255.28169912661
45998801	34255.28169912661
42527602	40013.92168712322
49098802	34255.28169912661
45550201	34255.28169912661
46413802	34255.28169912661
44209203	40013.92168712322
41667602	64906.90567220545
43470600	42816.62261016614
45851400	75565.39409902596
49304201	25960.469631590586
42323400	38792.75270491803
48719202	52585.24940880853
43404602	34255.28169912661
45863202	40013.92168712322
42082800	170000.0
46678402	34255.28169912661
45114602	52585.24940880853
45623201	67947.12583959373
46296400	61619.68483800154
49444200	34255.28169912661
42075802	64666.666666666664
42954402	51428.1993148675
46781400	34255.28169912661
41622402	78958.84415233957
46622401	38792.75270491803
42709603	52585.24940880853
42374602	51428.1993148675
41515800	51428.1993148675
43996203	34255.28169912661
47950200	34255.28169912661
49230602	34255.28169912661
48728400	36728.235523809526
46768401	165000.0
41054203	87162.24741830064
41551600	34255.28169912661
42304802	42816.62261016614
42002803	174000.0
49937802	40013.92168712322
41221803	15543.38045454546
48323801	51428.1993148675
46069000	40013.92168712322
41552802	75565.39409902596
45436400	46003.74695283019
45387401	63318.960217391315
42315003	34255.28169912661
41863002	26062.29988363075
40821800	34255.28169912661
49978000	61619.68483800154
47256800	34255.28169912661
46930402	52585.24940880853
46868800	113100.0
41997800	26062.29988363075
46878200	34255.28169912661
48614000	34255.28169912661
49737600	130000.0
41273400	18639.502962962964
45814400	34255.28169912661
44834603	34255.28169912661
43101600	40013.92168712322
48172000	34255.28169912661
48781400	51343.68318569676
41252403	15795.453805970154
46701000	40013.92168712322
42138003	34255.28169912661
49173001	34255.28169912661
44878201	127500.0
43471002	40013.92168712322
41994602	18639.502962962964
41596200	42816.62261016614
44597202	34255.28169912661
42424203	29445.356625000004
42402203	34255.28169912661
49153200	25960.469631590586
47439402	42816.62261016614
49700201	40013.92168712322
49706801	25960.469631590586
41962402	40013.92168712322
46074801	61619.68483800154
44578401	34255.28169912661
41680003	111250.0
47384002	104769.23076923077
47786000	34255.28169912661
45568001	51428.1993148675
43552800	84959.15143884893
48580800	34255.28169912661
42281802	34255.28169912661
45812400	78958.84415233957
49653800	51343.68318569676
42930403	50381.75963015647
45283203	34255.28169912661
40934003	94000.0
45585003	34255.28169912661
48050002	34255.28169912661
41874803	34255.28169912661
49334801	40013.92168712322
49410800	52585.24940880853
46865800	25960.469631590586
46115200	34255.28169912661
45167400	34255.28169912661
42085402	61619.68483800154
43937400	51768.87560796796
49057601	34255.28169912661
48879000	36728.235523809526
44190803	33797.833580157676
45993201	34255.28169912661
43454202	61619.68483800154
48975002	51428.1993148675
46586401	40013.92168712322
41941603	26062.29988363075
45940602	61619.68483800154
45724400	34255.28169912661
49711402	75565.39409902596
42605402	40013.92168712322
44238401	34255.28169912661
45865602	34255.28169912661
41394002	63318.960217391315
44934402	40013.92168712322
41705002	46003.74695283019
42389200	40013.92168712322
44635401	52585.24940880853
44359202	60021.17647058824
42768803	40013.92168712322
49791200	34255.28169912661
42204603	34255.28169912661
44975601	40013.92168712322
48960800	34255.28169912661
46596001	52585.24940880853
45190603	40013.92168712322
46028201	40013.92168712322
47775401	54543.02835015772
49973402	42816.62261016614
46548801	42816.62261016614
44093200	40013.92168712322
42181202	40013.92168712322
41347402	26062.29988363075
49962600	61619.68483800154
49966600	41662.5
42378003	40013.92168712322
46024802	34255.28169912661
41874600	34255.28169912661
45928800	23422.934695817494
45812401	78958.84415233957
43253602	52585.24940880853
41869003	51768.87560796796
47681201	40013.92168712322
47634602	34255.28169912661
42354403	40013.92168712322
46636602	78958.84415233957
44611400	114968.75
41075203	40013.92168712322
46792002	52585.24940880853
45658201	75565.39409902596
48018401	40013.92168712322
42544803	90000.0
47325401	46003.74695283019
49817000	40013.92168712322
46798600	51768.87560796796
44673602	52585.24940880853
42178003	46003.74695283019
46323000	51768.87560796796
47646601	54543.02835015772
45446603	40013.92168712322
42618003	52585.24940880853
49109602	51768.87560796796
42464802	42816.62261016614
43946002	51343.68318569676
46203602	50750.744897959186
45772802	85000.0
45246601	34255.28169912661
47339600	54543.02835015772
41795400	61619.68483800154
45406200	34255.28169912661
48565202	64906.90567220545
45962200	40013.92168712322
43469803	40013.92168712322
47529200	40013.92168712322
46374200	95292.68656716419
49491601	40013.92168712322
44622401	64906.90567220545
46662400	51428.1993148675
45091000	34255.28169912661
49440401	42816.62261016614
46776000	40013.92168712322
45275201	40013.92168712322
45961001	75565.39409902596
46075800	46003.74695283019
45101601	61619.68483800154
41048402	42816.62261016614
41903200	34255.28169912661
48576600	34255.28169912661
41813403	11874.63
45370400	53946.350953757224
41625400	50381.75963015647
47895001	61619.68483800154
42348802	40013.92168712322
44294803	62647.05882352941
43151002	34255.28169912661
47578201	68108.6046511628
45514602	40013.92168712322
45291002	34255.28169912661
43876001	25960.469631590586
45274800	42816.62261016614
44756601	58157.770487176305
41484200	61619.68483800154
44140401	34255.28169912661
49925601	127500.0
47767601	63318.960217391315
40975803	28047.728260869564
46280201	34255.28169912661
46542201	84333.37327610873
45321400	40013.92168712322
41472003	75565.39409902596
41474800	34255.28169912661
46088400	84333.37327610873
47622801	74797.97619047618
44483002	40013.92168712322
48296000	50381.75963015647
46731002	176175.0
46913201	61619.68483800154
44414801	46003.74695283019
42277403	34255.28169912661
48801201	51768.87560796796
47954601	51428.1993148675
44403802	51768.87560796796
42530203	40013.92168712322
43853201	61619.68483800154
46895400	51428.1993148675
49989601	34255.28169912661
49981200	132500.0
41624003	91078.64583333333
43751400	58157.770487176305
44419003	34255.28169912661
44763800	52585.24940880853
43878801	91078.64583333333
46696402	40013.92168712322
46905202	40013.92168712322
41981403	61619.68483800154
45380201	40013.92168712322
41854603	29445.356625000004
45686003	84333.37327610873
43475802	34255.28169912661
44645200	34255.28169912661
42313000	58157.770487176305
44148602	40013.92168712322
47779400	34255.28169912661
48280200	58157.770487176305
43887202	50750.744897959186
48314200	63318.960217391315
49581401	34255.28169912661
42492603	40013.92168712322
41303402	26062.29988363075
45288002	53946.350953757224
42350802	63318.960217391315
42811003	50381.75963015647
43351200	40013.92168712322
43286400	54543.02835015772
47846401	61468.12390243902
44259601	52585.24940880853
44763001	79439.19375
43830200	34255.28169912661
42321000	73406.11719387755
46827201	46918.39912663756
48850801	40013.92168712322
42716203	73406.11719387755
44500800	78958.84415233957
42302403	51428.1993148675
46169802	34255.28169912661
49573602	40013.92168712322
41472203	54543.02835015772
41516203	51428.1993148675
46646600	25960.469631590586
44975803	40013.92168712322
43514003	23422.934695817494
41673800	78958.84415233957
45686602	88462.5
45623600	34255.28169912661
42522402	71334.72646966788
41226403	26062.29988363075
46996800	40013.92168712322
44861000	61619.68483800154
45928000	109976.0
44420001	75710.71711538461
48945601	34255.28169912661
46342801	50237.13455459123
42034600	46003.74695283019
43620000	34255.28169912661
44219803	34255.28169912661
49223001	34255.28169912661
41709402	67038.35827842014
49754002	40013.92168712322
47857400	23422.934695817494
46025200	40013.92168712322
41286800	26062.29988363075
49418201	42816.62261016614
46034801	50381.75963015647
45209201	34255.28169912661
49346201	40013.92168712322
41891002	51768.87560796796
43183202	40013.92168712322
45108000	40013.92168712322
49435200	51428.1993148675
47930802	34255.28169912661
42101000	63318.960217391315
44406601	54543.02835015772
41495200	68277.77777777778
48286602	53946.350953757224
40858200	51768.87560796796
45949001	78958.84415233957
43990000	34255.28169912661
48159401	75565.39409902596
49448201	78958.84415233957
48203402	34255.28169912661
49142202	40013.92168712322
41043200	51768.87560796796
49883600	51428.1993148675
44408601	34255.28169912661
47236802	34255.28169912661
44993600	50381.75963015647
40807202	34255.28169912661
43523603	46003.74695283019
45239000	40013.92168712322
46634600	51768.87560796796
41640203	74354.91530612245
43218000	40013.92168712322
48201402	33797.833580157676
43316600	34255.28169912661
45128803	130000.0
44753403	34255.28169912661
48957802	46003.74695283019
42990602	64906.90567220545
48876401	34255.28169912661
45965200	51343.68318569676
46480400	34255.28169912661
47629601	52585.24940880853
47853601	75565.39409902596
49669001	34255.28169912661
49113800	34255.28169912661
44455600	51768.87560796796
42907402	34255.28169912661
49422401	52585.24940880853
43042202	40013.92168712322
41242600	26062.29988363075
40914600	71334.72646966788
43629403	34255.28169912661
46562401	40013.92168712322
44875201	40013.92168712322
44379003	61619.68483800154
45557202	42816.62261016614
47766000	41249.44325892858
41442003	34255.28169912661
44947403	23422.934695817494
44974600	40013.92168712322
45064803	34255.28169912661
44306000	40013.92168712322
46279200	34255.28169912661
46563202	103025.4854368932
44988003	61619.68483800154
42929202	61619.68483800154
47467002	40013.92168712322
41354202	18639.502962962964
45847401	34255.28169912661
44640402	40013.92168712322
44340803	51428.1993148675
44267601	34255.28169912661
45091603	34255.28169912661
46822602	51428.1993148675
47506401	61619.68483800154
42081002	51768.87560796796
46512201	34255.28169912661
48160001	54543.02835015772
43309200	51768.87560796796
47062002	46101.470588235294
45085402	40013.92168712322
45894200	34255.28169912661
43985203	46918.39912663756
45724402	61619.68483800154
41618603	26062.29988363075
49013601	40013.92168712322
44232000	57890.75
44355202	40013.92168712322
45275202	61619.68483800154
42358800	38792.75270491803
43408203	101116.35555380007
45122603	40013.92168712322
47831002	40013.92168712322
42379003	67038.35827842014
42842203	61619.68483800154
47907002	40013.92168712322
40920003	34255.28169912661
41117802	50381.75963015647
41133802	51343.68318569676
47759401	54543.02835015772
47518001	40013.92168712322
47907000	61619.68483800154
41778202	26062.29988363075
40887202	42816.62261016614
46823402	46003.74695283019
48102201	51428.1993148675
45284201	50381.75963015647
46412402	61619.68483800154
45630003	52585.24940880853
45343203	34255.28169912661
42756002	67947.12583959373
42894802	51428.1993148675
46031400	23422.934695817494
40810002	52585.24940880853
44004400	34255.28169912661
41264403	26062.29988363075
42323402	58157.770487176305
45522400	52585.24940880853
43694802	42816.62261016614
43548400	40013.92168712322
45591003	40013.92168712322
41464202	34255.28169912661
48832802	51428.1993148675
48169600	25960.469631590586
42396600	84333.37327610873
48140200	50381.75963015647
44614600	73950.0
48201202	34255.28169912661
43781603	75565.39409902596
46575601	52585.24940880853
42395200	75565.39409902596
48764402	42816.62261016614
48863201	40013.92168712322
43568000	134722.22222222222
48412800	51768.87560796796
46936200	64684.21052631579
41543000	40013.92168712322
45783801	40013.92168712322
46219601	40013.92168712322
43994200	54543.02835015772
42816602	40013.92168712322
46405002	34255.28169912661
46215402	34255.28169912661
47511400	34255.28169912661
42792400	34255.28169912661
41514203	61619.68483800154
45628202	51768.87560796796
49493002	40013.92168712322
44025003	40013.92168712322
48912202	25960.469631590586
49125202	148333.33333333334
43011602	73406.11719387755
46767800	51768.87560796796
45450402	61619.68483800154
46785400	61619.68483800154
48788601	34255.28169912661
45157603	40013.92168712322
48750802	84959.15143884893
